EmployeeNumber,set,Attrition,Department,JobRole,OverTime,MonthlyIncome,Age,YearsAtCompany,JobSatisfaction,risk_score,risk_decile,top_shap_driver
882,train,No,Research & Development,Laboratory Technician,No,2314,32,3,4,0.4202,6,MonthlyIncome
885,train,No,Sales,Sales Executive,No,4256,25,5,1,0.4726,8,StockOptionLevel
887,train,No,Research & Development,Research Scientist,No,3580,49,4,1,0.3576,3,OverTime
888,train,No,Research & Development,Laboratory Technician,No,3162,24,5,4,0.4839,8,Age
889,train,No,Sales,Sales Executive,No,6524,32,10,2,0.3339,2,StockOptionLevel
893,train,No,Sales,Sales Representative,No,2899,38,2,2,0.3431,2,Age
894,train,No,Research & Development,Laboratory Technician,Yes,5231,42,5,4,0.327,1,MonthlyIncome
895,train,No,Research & Development,Research Scientist,Yes,2356,31,6,4,0.5901,10,OverTime
896,train,Yes,Sales,Sales Representative,Yes,2800,29,3,3,0.6613,10,OverTime
897,test,No,Sales,Sales Executive,No,11836,53,2,4,0.4262,7,NumCompaniesWorked
899,test,No,Research & Development,Manufacturing Director,No,10903,35,13,2,0.398,6,Age
900,train,No,Sales,Sales Representative,No,2973,37,5,4,0.3817,5,Age
901,train,No,Research & Development,Research Director,No,14275,53,12,4,0.3649,4,Age
902,train,No,Research & Development,Healthcare Representative,No,5562,43,5,4,0.3102,1,Age
903,test,No,Sales,Sales Executive,Yes,4537,47,7,4,0.3716,4,StockOptionLevel
904,train,No,Sales,Sales Executive,Yes,7642,37,10,2,0.5993,10,OverTime
905,test,No,Research & Development,Manager,No,17924,50,31,1,0.3716,4,MonthlyIncome
909,train,No,Human Resources,Human Resources,No,5204,39,5,4,0.3496,3,Age
910,train,No,Human Resources,Human Resources,Yes,2277,33,4,2,0.577,9,MonthlyIncome
911,train,Yes,Research & Development,Laboratory Technician,Yes,2795,32,1,4,0.6644,10,JobLevel
912,train,No,Research & Development,Laboratory Technician,No,2532,29,4,4,0.4688,8,OverTime
913,train,No,Research & Development,Research Scientist,Yes,2559,44,8,1,0.6001,10,OverTime
916,train,No,Sales,Sales Executive,No,4908,28,4,4,0.454,7,StockOptionLevel
918,test,Yes,Research & Development,Laboratory Technician,Yes,2380,58,1,4,0.5609,9,Age
920,train,No,Research & Development,Manufacturing Director,No,4765,43,1,2,0.3614,4,Age
922,train,Yes,Sales,Sales Representative,No,2044,20,2,3,0.645,10,MonthlyIncome
923,train,Yes,Research & Development,Research Scientist,No,2693,21,1,4,0.6264,10,Age
924,train,No,Research & Development,Healthcare Representative,Yes,6586,36,16,4,0.3579,3,OverTime
925,train,No,Sales,Sales Representative,Yes,3294,47,3,4,0.4827,8,Age
926,train,Yes,Research & Development,Manufacturing Director,Yes,4171,22,3,3,0.3739,4,StockOptionLevel
927,train,Yes,Research & Development,Laboratory Technician,Yes,2778,41,7,4,0.5685,9,OverTime
930,train,No,Research & Development,Research Scientist,No,2377,28,2,3,0.4616,7,OverTime
932,train,Yes,Research & Development,Laboratory Technician,Yes,2404,39,2,1,0.6426,10,OverTime
933,train,No,Research & Development,Research Scientist,No,2318,27,1,3,0.6026,10,MonthlyIncome
934,train,No,Research & Development,Laboratory Technician,No,2008,34,1,2,0.4755,8,OverTime
936,train,No,Sales,Sales Executive,No,6244,42,5,3,0.3743,4,Age
939,train,No,Research & Development,Research Scientist,Yes,2799,33,3,1,0.5976,10,OverTime
940,train,No,Research & Development,Healthcare Representative,Yes,10552,58,6,2,0.3798,5,StockOptionLevel
941,train,No,Sales,Sales Representative,No,2329,31,7,3,0.4573,7,OverTime
942,test,No,Research & Development,Healthcare Representative,Yes,4014,35,10,4,0.375,4,MonthlyIncome
944,test,No,Research & Development,Laboratory Technician,No,7403,49,26,2,0.4079,6,OverTime
945,train,No,Research & Development,Research Scientist,No,2259,48,0,3,0.3621,4,Age
947,train,No,Sales,Sales Executive,No,6932,31,9,3,0.4687,8,YearsWithCurrManager
949,train,No,Research & Development,Research Scientist,No,4678,36,6,4,0.3775,4,Age
950,train,No,Research & Development,Research Director,No,13582,38,15,1,0.3009,1,StockOptionLevel
951,train,No,Research & Development,Laboratory Technician,No,2332,32,3,2,0.4913,8,OverTime
952,train,Yes,Sales,Sales Representative,Yes,2413,25,1,2,0.7322,10,MonthlyIncome
954,test,No,Sales,Sales Executive,No,9705,40,1,2,0.4393,7,YearsWithCurrManager
956,train,No,Sales,Sales Executive,No,4294,26,7,1,0.5063,8,StockOptionLevel
957,train,No,Research & Development,Laboratory Technician,Yes,4721,41,18,1,0.4609,7,OverTime
958,test,No,Research & Development,Laboratory Technician,No,2519,36,11,3,0.378,5,Age
959,test,Yes,Sales,Sales Representative,Yes,2121,19,1,2,0.7341,10,OverTime
960,train,Yes,Research & Development,Laboratory Technician,No,2973,20,1,1,0.598,10,Age
961,test,No,Research & Development,Healthcare Representative,Yes,5855,31,9,4,0.3529,3,MonthlyIncome
964,test,No,Research & Development,Research Scientist,Yes,3617,40,1,2,0.5554,9,OverTime
966,train,No,Research & Development,Manufacturing Director,No,6725,32,8,1,0.3335,2,StockOptionLevel
967,train,Yes,Sales,Sales Executive,Yes,10325,36,16,4,0.4556,7,OverTime
969,train,No,Research & Development,Healthcare Representative,No,6949,33,5,4,0.4326,7,StockOptionLevel
970,train,Yes,Sales,Sales Executive,No,10609,37,14,3,0.4329,7,Age
972,train,No,Research & Development,Laboratory Technician,No,4447,45,9,2,0.3668,4,Age
974,train,No,Sales,Sales Representative,No,2157,29,3,4,0.4444,7,OverTime
975,train,No,Sales,Sales Executive,No,4601,35,5,3,0.4074,6,OverTime
976,train,No,Research & Development,Manager,No,17099,52,9,4,0.3133,1,MonthlyIncome
977,train,Yes,Research & Development,Research Scientist,No,2479,58,1,3,0.5402,9,Age
981,train,No,Sales,Manager,No,14852,53,17,3,0.3541,3,MonthlyIncome
982,test,No,Sales,Sales Executive,No,7264,30,8,3,0.4055,6,StockOptionLevel
983,train,No,Sales,Sales Executive,Yes,5666,38,5,4,0.4869,8,OverTime
984,train,No,Sales,Sales Executive,No,7823,35,10,4,0.3401,2,OverTime
985,train,No,Sales,Sales Executive,No,7880,39,8,3,0.399,6,OverTime
986,train,Yes,Sales,Sales Executive,Yes,13194,40,1,2,0.6353,10,OverTime
987,test,No,Research & Development,Manufacturing Director,Yes,5067,47,19,3,0.3849,5,StockOptionLevel
990,train,No,Sales,Sales Executive,No,5079,36,7,4,0.3233,1,StockOptionLevel
991,train,Yes,Research & Development,Research Scientist,Yes,2321,31,3,1,0.6384,10,MonthlyIncome
992,test,No,Sales,Manager,No,17444,33,10,3,0.4592,7,StockOptionLevel
994,train,Yes,Research & Development,Research Scientist,Yes,2404,29,0,1,0.7262,10,MonthlyIncome
995,test,No,Research & Development,Research Scientist,No,3452,33,3,4,0.4852,8,StockOptionLevel
996,test,No,Research & Development,Laboratory Technician,No,2270,45,5,4,0.3454,3,OverTime
997,train,No,Research & Development,Research Director,No,17399,50,5,4,0.3433,2,MonthlyIncome
998,train,No,Research & Development,Healthcare Representative,Yes,5488,33,6,2,0.347,3,StockOptionLevel
999,test,No,Research & Development,Research Director,No,19419,41,18,3,0.3184,1,StockOptionLevel
1001,train,No,Research & Development,Laboratory Technician,No,2811,27,2,2,0.4546,7,OverTime
1002,train,No,Research & Development,Laboratory Technician,Yes,3633,45,9,1,0.4052,6,OverTime
1003,train,No,Sales,Sales Executive,Yes,4163,47,9,4,0.4716,8,OverTime
1004,train,Yes,Research & Development,Research Scientist,Yes,2132,30,5,3,0.6785,10,OverTime
1005,train,No,Research & Development,Manufacturing Director,Yes,13973,50,12,3,0.3633,4,MonthlyIncome
1006,train,No,Research & Development,Research Scientist,No,2684,38,2,3,0.3493,3,Age
1007,test,No,Research & Development,Manufacturing Director,No,10845,46,8,3,0.3513,3,Age
1009,test,No,Research & Development,Manufacturing Director,No,4377,24,4,3,0.3194,1,StockOptionLevel
1010,train,Yes,Research & Development,Laboratory Technician,Yes,3743,35,4,2,0.5654,9,OverTime
1011,train,No,Research & Development,Manufacturing Director,No,4148,31,4,1,0.3311,2,StockOptionLevel
1012,train,No,Research & Development,Research Scientist,No,1051,18,0,4,0.6029,10,MonthlyIncome
1013,test,No,Research & Development,Manufacturing Director,No,10739,54,10,3,0.3851,5,StockOptionLevel
1014,train,No,Research & Development,Healthcare Representative,Yes,10388,35,16,3,0.3869,5,OverTime
1015,train,No,Research & Development,Research Director,Yes,11416,30,8,1,0.3729,4,StockOptionLevel
1016,train,Yes,Research & Development,Research Scientist,Yes,2600,20,1,1,0.7031,10,OverTime
1017,train,Yes,Research & Development,Laboratory Technician,No,2422,30,3,2,0.5627,9,Age
1018,train,No,Research & Development,Manufacturing Director,No,5472,26,8,4,0.3875,5,StockOptionLevel
1019,test,No,Research & Development,Laboratory Technician,No,2451,22,4,1,0.4665,8,OverTime
1022,train,No,Research & Development,Healthcare Representative,No,4240,48,2,3,0.361,4,Age
1024,train,No,Research & Development,Healthcare Representative,No,10999,48,15,3,0.3735,4,Age
1025,train,No,Research & Development,Manufacturing Director,No,5003,41,2,3,0.3244,1,Age
1026,train,No,Research & Development,Manufacturing Director,No,12742,39,21,4,0.2992,1,StockOptionLevel
1027,train,No,Research & Development,Manufacturing Director,No,4227,27,3,4,0.3267,1,StockOptionLevel
1028,train,No,Research & Development,Laboratory Technician,No,3917,35,3,4,0.3401,2,Age
1029,train,No,Sales,Manager,No,18303,42,1,3,0.305,1,Age
1030,train,No,Research & Development,Laboratory Technician,No,2380,50,1,4,0.402,6,Age
1032,train,No,Research & Development,Manufacturing Director,Yes,13726,59,5,4,0.4036,6,Age
1033,train,Yes,Research & Development,Healthcare Representative,No,4777,37,1,2,0.5605,9,YearsWithCurrManager
1034,train,No,Research & Development,Healthcare Representative,Yes,6385,55,8,2,0.4002,6,MonthlyIncome
1035,train,No,Research & Development,Research Director,No,19973,41,21,3,0.2904,1,StockOptionLevel
1036,train,No,Sales,Sales Executive,Yes,6861,38,1,4,0.5618,9,OverTime
1037,train,Yes,Sales,Sales Executive,No,4969,26,2,1,0.5596,9,Age
1038,test,Yes,Sales,Manager,No,19845,52,32,4,0.3436,2,StockOptionLevel
1039,train,No,Sales,Sales Executive,Yes,13320,44,12,4,0.3973,6,StockOptionLevel
1040,train,No,Sales,Sales Executive,No,6347,50,18,3,0.3296,2,OverTime
1042,train,Yes,Research & Development,Laboratory Technician,No,2743,36,17,1,0.3883,5,Age
1043,train,No,Research & Development,Manufacturing Director,Yes,10880,39,21,1,0.406,6,OverTime
1044,train,No,Sales,Sales Representative,No,2342,33,2,4,0.573,9,MonthlyIncome
1045,train,No,Sales,Manager,No,17650,45,9,4,0.3244,1,MonthlyIncome
1046,train,No,Research & Development,Laboratory Technician,No,4025,32,8,3,0.4885,8,Age
1047,train,No,Sales,Sales Executive,No,9725,34,15,4,0.3321,2,OverTime
1048,train,No,Sales,Manager,Yes,11904,59,6,4,0.3691,4,StockOptionLevel
1049,train,No,Human Resources,Human Resources,No,2177,45,6,2,0.401,6,Age
1050,train,No,Sales,Sales Executive,No,7525,53,15,2,0.3949,5,StockOptionLevel
1052,test,Yes,Research & Development,Laboratory Technician,No,4834,36,1,3,0.44,7,YearsWithCurrManager
1053,train,Yes,Research & Development,Research Scientist,Yes,2042,26,3,1,0.6973,10,OverTime
1055,train,No,Sales,Sales Representative,Yes,2220,34,1,3,0.6618,10,OverTime
1056,train,No,Sales,Sales Representative,No,1052,28,1,2,0.5282,9,OverTime
1060,train,No,Research & Development,Research Scientist,No,2821,38,2,3,0.3356,2,Age
1061,train,No,Research & Development,Research Director,Yes,19237,50,8,3,0.4173,6,MonthlyIncome
1062,train,No,Research & Development,Healthcare Representative,No,4107,37,4,2,0.3636,4,Age
1066,test,No,Sales,Sales Executive,No,8396,40,7,1,0.3808,5,OverTime
1068,train,No,Research & Development,Research Scientist,No,2007,26,5,3,0.3918,5,OverTime
1069,train,No,Research & Development,Research Director,No,19627,46,2,4,0.3428,2,MonthlyIncome
1070,train,No,Sales,Sales Executive,No,10686,54,9,3,0.374,4,Age
1071,test,No,Research & Development,Research Scientist,No,2942,56,5,3,0.3965,6,OverTime
1073,train,No,Research & Development,Manufacturing Director,No,8858,36,14,4,0.3521,3,Age
1074,train,No,Research & Development,Manager,No,16756,55,9,1,0.3807,5,Age
1076,test,No,Sales,Sales Executive,No,10798,43,1,4,0.3508,3,Age
1077,train,Yes,Sales,Sales Representative,Yes,2323,20,2,4,0.679,10,MonthlyIncome
1079,train,Yes,Research & Development,Laboratory Technician,No,1416,21,1,1,0.7056,10,MonthlyIncome
1080,test,No,Research & Development,Research Scientist,Yes,4615,46,16,1,0.3912,5,OverTime
1081,train,Yes,Research & Development,Research Scientist,Yes,2461,51,10,3,0.6288,10,OverTime
1082,train,Yes,Research & Development,Healthcare Representative,No,8722,28,10,1,0.5171,9,Age
1083,train,No,Research & Development,Laboratory Technician,No,3955,26,5,1,0.3942,5,StockOptionLevel
1084,train,No,Research & Development,Manufacturing Director,No,9957,30,6,1,0.3879,5,StockOptionLevel
1085,train,No,Research & Development,Research Scientist,No,3376,41,10,3,0.3216,1,Age
1088,test,No,Research & Development,Healthcare Representative,No,8823,38,19,3,0.3515,3,OverTime
1092,test,No,Research & Development,Healthcare Representative,No,10322,40,11,4,0.3977,6,Age
1094,train,No,Research & Development,Laboratory Technician,No,4621,27,3,3,0.397,6,StockOptionLevel
1096,train,No,Research & Development,Manufacturing Director,No,10976,55,3,2,0.3452,2,StockOptionLevel
1097,train,No,Research & Development,Research Scientist,No,3660,28,8,3,0.4191,6,StockOptionLevel
1098,train,Yes,Human Resources,Human Resources,No,10482,44,20,1,0.4519,7,NumCompaniesWorked
1099,test,No,Research & Development,Healthcare Representative,No,7119,33,3,4,0.3186,1,StockOptionLevel
1100,test,Yes,Sales,Sales Executive,Yes,9582,35,8,1,0.5421,9,OverTime
1101,test,Yes,Research & Development,Research Scientist,No,4508,33,13,3,0.4648,8,StockOptionLevel
1102,test,No,Research & Development,Laboratory Technician,No,2207,28,4,3,0.5186,9,MonthlyIncome
1103,test,No,Research & Development,Healthcare Representative,No,7756,34,6,4,0.4089,6,Age
1105,train,No,Sales,Sales Executive,Yes,6694,37,1,4,0.3895,5,MonthlyIncome
1106,train,Yes,Research & Development,Laboratory Technician,Yes,3691,25,7,4,0.5569,9,JobLevel
1107,train,Yes,Research & Development,Laboratory Technician,No,2377,26,1,3,0.6484,10,MonthlyIncome
1108,test,Yes,Research & Development,Research Scientist,Yes,2313,33,2,2,0.6606,10,OverTime
1109,train,No,Research & Development,Manager,No,17665,42,22,1,0.3141,1,StockOptionLevel
1111,train,Yes,Research & Development,Laboratory Technician,No,2596,28,1,2,0.5715,9,YearsWithCurrManager
1113,train,Yes,Sales,Sales Executive,Yes,4728,50,0,3,0.5978,10,OverTime
1114,train,No,Sales,Sales Executive,No,4302,33,3,2,0.3348,2,StockOptionLevel
1115,train,No,Research & Development,Research Scientist,No,2979,34,0,4,0.3599,3,OverTime
1116,train,No,Research & Development,Manager,No,16885,48,5,4,0.3874,5,Age
1117,train,No,Sales,Sales Executive,No,5593,45,15,3,0.3378,2,OverTime
1118,train,No,Research & Development,Healthcare Representative,No,10445,52,8,2,0.3697,4,Age
1119,train,No,Sales,Sales Executive,Yes,8740,38,8,3,0.3864,5,OverTime
1120,train,No,Research & Development,Research Scientist,No,2514,29,7,4,0.3448,2,OverTime
1121,train,No,Research & Development,Manufacturing Director,No,7655,28,9,2,0.3269,1,StockOptionLevel
1124,train,No,Sales,Manager,No,17465,46,12,3,0.3567,3,MonthlyIncome
1125,train,No,Sales,Sales Executive,No,7351,38,1,2,0.4692,8,Age
1126,train,No,Research & Development,Manufacturing Director,No,10820,43,8,1,0.3591,3,Age
1127,train,Yes,Research & Development,Healthcare Representative,No,12169,39,18,4,0.4514,7,NumCompaniesWorked
1128,train,No,Research & Development,Research Director,No,19626,40,20,3,0.3613,4,Age
1131,test,No,Research & Development,Research Scientist,Yes,2070,21,2,2,0.6399,10,MonthlyIncome
1132,test,No,Research & Development,Laboratory Technician,No,6782,39,5,2,0.3888,5,Age
1133,test,No,Research & Development,Manufacturing Director,No,7779,36,11,4,0.3789,5,Age
1135,test,No,Sales,Sales Representative,No,2791,31,2,4,0.4493,7,StockOptionLevel
1136,train,No,Research & Development,Research Scientist,No,3201,28,5,2,0.5054,8,StockOptionLevel
1137,train,No,Sales,Sales Executive,No,4968,35,5,4,0.3485,3,StockOptionLevel
1138,train,No,Sales,Sales Executive,No,13120,49,9,2,0.3513,3,StockOptionLevel
1140,train,No,Research & Development,Manufacturing Director,No,4033,34,3,3,0.3633,4,Age
1143,train,No,Research & Development,Research Scientist,No,3291,29,7,2,0.3508,3,StockOptionLevel
1148,train,No,Research & Development,Laboratory Technician,No,4272,42,1,4,0.3439,2,Age
1150,train,No,Research & Development,Manufacturing Director,Yes,5056,29,10,4,0.3419,2,MonthlyIncome
1152,train,No,Human Resources,Human Resources,No,2844,38,7,3,0.402,6,YearsWithCurrManager
1154,train,No,Research & Development,Research Scientist,Yes,2703,28,3,3,0.5559,9,JobLevel
1156,test,Yes,Research & Development,Laboratory Technician,No,1904,18,0,3,0.604,10,MonthlyIncome
1157,train,Yes,Sales,Sales Executive,Yes,8224,33,5,1,0.6135,10,OverTime
1158,train,No,Research & Development,Laboratory Technician,Yes,4766,41,1,4,0.4585,7,MonthlyIncome
1160,train,Yes,Research & Development,Laboratory Technician,No,2610,31,2,3,0.5144,8,JobLevel
1161,train,No,Research & Development,Healthcare Representative,No,5731,37,6,4,0.3272,1,Age
1162,train,No,Research & Development,Research Scientist,No,2539,27,4,3,0.3647,4,OverTime
1163,train,No,Sales,Sales Executive,No,5714,34,6,3,0.3795,5,OverTime
1164,train,No,Human Resources,Human Resources,No,4323,35,5,3,0.432,7,Age
1165,train,Yes,Sales,Sales Executive,No,7336,29,11,1,0.4504,7,StockOptionLevel
1166,train,No,Research & Development,Research Director,No,13499,40,18,3,0.3791,5,Age
1167,train,Yes,Sales,Sales Executive,Yes,13758,42,21,1,0.5754,9,OverTime
1171,train,No,Sales,Sales Executive,No,5155,42,6,1,0.4013,6,Age
1172,train,No,Research & Development,Laboratory Technician,No,2258,35,8,3,0.3504,3,OverTime
1173,train,No,Research & Development,Laboratory Technician,No,3597,24,4,2,0.5366,9,Age
1175,train,Yes,Research & Development,Laboratory Technician,Yes,2515,28,1,4,0.6864,10,OverTime
1177,test,No,Research & Development,Laboratory Technician,No,4420,26,8,4,0.3837,5,StockOptionLevel
1179,train,No,Sales,Sales Executive,No,6578,30,10,3,0.3187,1,StockOptionLevel
1180,train,No,Research & Development,Research Scientist,Yes,4422,40,1,4,0.4003,6,MonthlyIncome
1182,train,No,Research & Development,Manufacturing Director,No,10274,35,7,2,0.3233,1,StockOptionLevel
1184,train,No,Research & Development,Healthcare Representative,No,5343,34,13,1,0.4006,6,StockOptionLevel
1185,train,No,Research & Development,Laboratory Technician,No,2376,35,2,4,0.3433,2,Age
1188,test,Yes,Sales,Sales Executive,No,5346,43,4,3,0.4007,6,Age
1190,train,No,Sales,Sales Representative,No,2827,32,1,1,0.4454,7,OverTime
1191,train,No,Research & Development,Manager,No,19943,56,5,1,0.3263,1,MonthlyIncome
1192,train,No,Research & Development,Laboratory Technician,No,3131,29,10,4,0.3822,5,OverTime
1193,train,No,Research & Development,Research Scientist,No,2552,19,1,1,0.6071,10,YearsWithCurrManager
1195,train,No,Research & Development,Research Scientist,Yes,4477,45,3,3,0.4592,7,MonthlyIncome
1196,train,No,Research & Development,Manufacturing Director,No,6474,37,14,4,0.2989,1,MonthlyIncome
1198,train,No,Research & Development,Laboratory Technician,No,3033,20,2,3,0.5594,9,Age
1200,test,Yes,Research & Development,Research Scientist,Yes,2936,44,6,3,0.502,8,OverTime
1201,test,No,Research & Development,Manager,No,18606,53,7,3,0.3065,1,StockOptionLevel
1202,train,No,Research & Development,Research Scientist,Yes,2168,29,5,4,0.5797,9,OverTime
1203,train,Yes,Research & Development,Research Scientist,Yes,2853,22,0,4,0.6368,10,OverTime
1204,train,No,Sales,Manager,No,17048,46,26,1,0.3973,6,Age
1206,train,No,Research & Development,Research Scientist,No,2290,44,0,3,0.5107,8,Age
1207,train,No,Human Resources,Human Resources,No,3600,33,5,3,0.381,5,OverTime
1210,train,Yes,Research & Development,Research Scientist,No,2107,41,1,1,0.5822,9,MonthlyIncome
1211,train,No,Sales,Sales Executive,No,4115,30,4,1,0.4342,7,StockOptionLevel
1212,train,No,Sales,Sales Executive,No,4327,40,0,2,0.444,7,OverTime
1215,train,No,Research & Development,Manager,No,17856,50,2,1,0.3434,2,StockOptionLevel
1216,test,No,Research & Development,Laboratory Technician,No,3196,28,6,1,0.3949,5,OverTime
1217,train,No,Research & Development,Research Director,No,19081,46,4,2,0.3554,3,MonthlyIncome
1218,train,No,Sales,Sales Executive,Yes,8966,35,7,1,0.5008,8,OverTime
1219,train,Yes,Research & Development,Laboratory Technician,No,2210,24,1,2,0.6053,10,MonthlyIncome
1220,test,No,Sales,Sales Executive,No,4539,33,10,3,0.3882,5,StockOptionLevel
1221,train,No,Research & Development,Laboratory Technician,No,2741,36,7,3,0.3262,1,OverTime
1224,train,No,Research & Development,Laboratory Technician,No,3491,30,10,3,0.3099,1,StockOptionLevel
1225,train,No,Research & Development,Research Scientist,No,4541,44,20,4,0.3557,3,Age
1226,test,No,Sales,Sales Representative,No,2678,20,2,4,0.5505,9,Age
1228,train,No,Research & Development,Manufacturing Director,No,7379,46,6,4,0.3524,3,StockOptionLevel
1231,train,No,Human Resources,Human Resources,No,6272,42,4,1,0.3133,1,Age
1233,train,No,Sales,Sales Executive,Yes,5220,60,11,4,0.3337,2,StockOptionLevel
1234,train,No,Research & Development,Laboratory Technician,No,2743,32,2,2,0.4511,7,OverTime
1235,train,No,Research & Development,Research Scientist,Yes,4998,32,8,3,0.4487,7,StockOptionLevel
1237,train,No,Research & Development,Manufacturing Director,Yes,10252,36,7,1,0.3563,3,OverTime
1238,train,No,Research & Development,Research Scientist,No,2781,33,14,4,0.3796,5,OverTime
1239,train,No,Sales,Sales Executive,No,6852,40,5,2,0.3883,5,Age
1240,train,No,Sales,Sales Executive,No,4950,25,4,4,0.4819,8,StockOptionLevel
1241,test,No,Research & Development,Research Scientist,Yes,3579,30,11,2,0.498,8,OverTime
1242,train,No,Research & Development,Research Director,Yes,13191,42,1,1,0.4375,7,Age
1243,test,No,Sales,Sales Executive,Yes,10377,35,13,4,0.446,7,OverTime
1244,train,No,Research & Development,Research Scientist,Yes,2235,27,9,1,0.6182,10,OverTime
1245,train,No,Research & Development,Manufacturing Director,No,10502,54,5,3,0.3547,3,StockOptionLevel
1246,train,No,Research & Development,Research Scientist,No,2011,44,10,4,0.3448,2,OverTime
1248,test,Yes,Research & Development,Research Scientist,Yes,1859,19,1,2,0.721,10,MonthlyIncome
1249,train,No,Research & Development,Research Scientist,No,3760,29,3,4,0.3761,4,StockOptionLevel
1250,test,No,Research & Development,Research Director,No,17779,54,10,4,0.3491,3,Age
1251,train,No,Research & Development,Healthcare Representative,Yes,6833,31,6,1,0.4506,7,StockOptionLevel
1252,train,No,Research & Development,Healthcare Representative,No,6812,31,10,1,0.4318,7,StockOptionLevel
1254,train,No,Sales,Sales Executive,No,5171,59,6,4,0.4308,7,Age
1255,test,No,Research & Development,Research Director,No,19740,43,8,4,0.2978,1,StockOptionLevel
1256,train,No,Research & Development,Manager,No,18711,49,1,3,0.3047,1,Age
1257,train,No,Research & Development,Research Scientist,No,3692,36,11,2,0.3611,4,Age
1258,train,No,Research & Development,Laboratory Technician,No,2559,48,1,2,0.4673,8,Age
1259,train,No,Research & Development,Research Scientist,No,2517,27,5,3,0.351,3,OverTime
1260,train,No,Research & Development,Healthcare Representative,Yes,6623,29,6,4,0.3778,4,MonthlyIncome
1263,train,No,Research & Development,Research Director,No,18265,48,1,4,0.2996,1,Age
1264,train,No,Research & Development,Research Director,No,16124,29,7,4,0.2923,1,StockOptionLevel
1265,test,No,Research & Development,Research Scientist,No,2585,34,1,3,0.4508,7,YearsWithCurrManager
1267,train,No,Sales,Manager,No,18213,44,22,2,0.3654,4,MonthlyIncome
1268,train,No,Sales,Sales Executive,Yes,8380,33,9,3,0.3475,3,StockOptionLevel
1269,train,No,Research & Development,Research Scientist,Yes,2994,19,1,4,0.6268,10,Age
1270,train,No,Research & Development,Research Scientist,No,1223,23,1,3,0.406,6,OverTime
1273,train,Yes,Sales,Sales Representative,Yes,1118,25,1,4,0.7316,10,MonthlyIncome
1275,train,No,Research & Development,Research Scientist,Yes,2875,26,8,4,0.5568,9,JobLevel
1277,train,Yes,Sales,Manager,Yes,18824,45,24,2,0.5786,9,OverTime
1278,train,No,Research & Development,Healthcare Representative,Yes,13577,55,33,2,0.3622,4,MonthlyIncome
1279,train,Yes,Research & Development,Laboratory Technician,No,2625,21,2,3,0.6675,10,Age
1280,train,No,Sales,Manager,No,18789,46,11,2,0.3274,1,MonthlyIncome
1281,train,No,Sales,Sales Executive,Yes,4538,34,3,1,0.5342,9,OverTime
1282,train,No,Sales,Manager,Yes,19847,51,29,2,0.3777,4,StockOptionLevel
1283,train,No,Research & Development,Manufacturing Director,No,10512,59,9,4,0.4236,7,Age
1285,train,No,Research & Development,Laboratory Technician,No,4444,34,11,2,0.3195,1,MonthlyIncome
1286,train,No,Research & Development,Laboratory Technician,Yes,2154,28,4,3,0.6164,10,JobLevel
1288,train,No,Research & Development,Manager,No,19190,44,25,1,0.3095,1,MonthlyIncome
1289,train,No,Human Resources,Human Resources,No,4490,34,10,2,0.3384,2,MonthlyIncome
1291,train,No,Research & Development,Research Scientist,Yes,3506,35,3,3,0.5297,9,OverTime
1292,train,No,Research & Development,Research Scientist,Yes,2372,42,1,2,0.4529,7,Age
1293,train,No,Sales,Sales Executive,No,10231,43,21,4,0.387,5,Age
1294,train,No,Research & Development,Manufacturing Director,Yes,5410,36,16,2,0.381,5,OverTime
1295,train,Yes,Research & Development,Healthcare Representative,No,7978,44,10,4,0.4296,7,OverTime
1296,train,No,Research & Development,Laboratory Technician,Yes,3867,28,2,4,0.5284,9,JobLevel
1297,test,No,Research & Development,Laboratory Technician,No,2838,51,7,3,0.4325,7,Age
1298,train,No,Research & Development,Manufacturing Director,Yes,4695,30,8,3,0.4788,8,StockOptionLevel
1299,train,Yes,Research & Development,Laboratory Technician,Yes,3339,29,7,3,0.5865,10,OverTime
1301,train,No,Research & Development,Research Scientist,No,2080,28,3,1,0.5458,9,MonthlyIncome
1303,test,No,Research & Development,Research Scientist,No,2096,25,2,2,0.594,10,MonthlyIncome
1304,train,No,Sales,Sales Executive,No,6209,32,10,4,0.3194,1,StockOptionLevel
1306,train,No,Research & Development,Manager,No,18061,45,0,2,0.3729,4,Age
1307,train,No,Research & Development,Manager,Yes,17123,39,19,2,0.4026,6,MonthlyIncome
1308,test,No,Research & Development,Research Scientist,No,2372,58,2,3,0.4275,7,OverTime
1309,train,Yes,Research & Development,Laboratory Technician,No,4883,32,10,3,0.2986,1,StockOptionLevel
1310,test,Yes,Research & Development,Research Scientist,No,3904,39,5,1,0.3681,4,Age
1311,test,No,Research & Development,Laboratory Technician,No,4627,30,9,4,0.3463,3,StockOptionLevel
1312,test,No,Research & Development,Healthcare Representative,No,7094,36,7,3,0.3545,3,Age
1314,test,No,Human Resources,Human Resources,No,3423,46,7,1,0.3795,5,Age
1315,train,No,Research & Development,Laboratory Technician,No,6674,28,9,4,0.3157,1,StockOptionLevel
1317,train,No,Research & Development,Research Director,Yes,16880,50,3,1,0.452,7,OverTime
1318,train,Yes,Sales,Sales Executive,Yes,9094,40,5,2,0.6444,10,OverTime
1319,train,Yes,Sales,Sales Executive,Yes,8446,52,8,2,0.6118,10,OverTime
